,label,tweet_id,tweet_texts
2698,donation_needs_or_offers_or_volunteering_services,'591903347365412864',"RT @IaItanshuahuja: #MSGHelpEarthquakeVictims  Helpline numbers of the Indian Embassy in Nepal: 
+977 9581107021 

+977 9851135141"
2699,not_related_or_irrelevant,'591903347562524672',
2700,other_useful_information,'591903347831013377',"RT @mohammad_islam_: Earthquake helpline at the Indian embassy in Kathmandu: +977 98511 07021, +977 98511 35141"" @imVkohli @paponmusic @iam‰Û_"
2701,donation_needs_or_offers_or_volunteering_services,'591903348086804481',
2702,donation_needs_or_offers_or_volunteering_services,'591903348183433216',RT @ed_herbert: 7.9 magnitude earthquake hits #Nepal. The numbers injured and killed still not known. http://t.co/AW5N2pGWmb http://t.co/6z‰Û_
2703,sympathy_and_emotional_support,'591903348200083456',"RT @NeetuGarg6: Pls RT‰ Õ‰ Õ
Earthquake in Nepal and Northern India 2015:
‰ ÕKathmandu Ambulance &amp; Emergency Helpline numbers
@suhelseth 
http://‰Û_"
2704,donation_needs_or_offers_or_volunteering_services,'591903348288147457',RT @05cd32b25e13407: All my prayers for those in Nepal hearing there has been significant damage also India Pakistan too stay safe guys nd ‰Û_
2705,other_useful_information,'591903348854378496',
2706,donation_needs_or_offers_or_volunteering_services,'591903349282209794',RT @gauravcsawant: India offers all help. @PMOIndia speaks to Nepal Prez Ram Baran Yadav offers all help to PM Sushil Koirala. Also speaks ‰Û_
2707,sympathy_and_emotional_support,'591903349332664320',Ongoing tremors in the area after #NepalEarthquake  https://t.co/1L8NXquSRi
2708,not_related_or_irrelevant,'591903349877772288',7.9 earthquake in Nepal killed more than 150 people in the epicenter http://t.co/BTWlGIFeGD
2709,donation_needs_or_offers_or_volunteering_services,'591903350137827328',"RT @The_AKFC: Destructing #Earthquake, captured at 7.7 richter scale, has hit Nepal &amp; the Parts of Northen India. :( Pray for them! http://‰Û_"
2710,not_related_or_irrelevant,'591903350834073601',
2711,donation_needs_or_offers_or_volunteering_services,'591903350892810240',RT @EconomicTimes: A damaged road after a powerful earthquake in Kathmandu #NepalQuake http://t.co/jnCOyYEpKO
2712,donation_needs_or_offers_or_volunteering_services,'591903350951518208',RT @passantino: .@EricArnold8850 describes run from his tent when avalanche struck Mt. Everest after Nepal earthquake http://t.co/kLXak35CYK
2713,sympathy_and_emotional_support,'591903350955749378',"RT @JAfridi10: Dua's for all those affected by the earthquakes in India,Nepal &amp; Bhutan. Stay safe &amp; help others in any form. #Equake http:/‰Û_"
2714,donation_needs_or_offers_or_volunteering_services,'591903351039782912',"RT @Chara_fc: Injured people receive treatment outside the Medicare Hospital #Kathmandu,#Nepal,April 25,#NepalQuake #Kathmanduquake http://‰Û_"
2715,missing_trapped_or_found_people,'591903351073349633',Earthquake: Amitabh Bachchan prays for Nepal victims http://t.co/UFjAg4G9gH
2716,injured_or_dead_people,'591903351094190082',Avalanche Sweeps Everest in Nepal; 30 Injured: Quake-triggered avalanche sweeps near Everest in Nepal; at leas... http://t.co/AkdB3GZMBv
2717,donation_needs_or_offers_or_volunteering_services,'591903351387848704',RT @TR_Foundation: Nepal earthquake: latest http://t.co/I9Qfw1wtJ6 #Nepal #earthquake http://t.co/w7UcIbVGYn
2718,donation_needs_or_offers_or_volunteering_services,'591903351580721152',"RT @timesofindia: Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. Pic: @JulieMakLAT http://t.co‰Û_"
2719,donation_needs_or_offers_or_volunteering_services,'591903352662855682',
2720,sympathy_and_emotional_support,'591903352687984641',RT @SirPareshRawal: My prayers for the safety of the people of Nepal &amp; India. My humble request to people to support the evacuation and med‰Û_
2721,donation_needs_or_offers_or_volunteering_services,'591903353208111104',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
2722,displaced_people_and_evacuations,'591903353258512384',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
2723,other_useful_information,'591903354252439553',RT @AJENews: Police say at least 108 people killed after the 7.9 magnitude earthquake in Nepal http://t.co/kOXW94NOA8 http://t.co/DkwD3dyvl7
2724,sympathy_and_emotional_support,'591903354294501376',RT @SarojPoudyal13: #earthquake in #Nepal. Our beloved #Kathmandu city in rubbles :( http://t.co/kK0GmduTi6
2725,other_useful_information,'591903354583781377',RT @ALomaxNet: EMSC @LastQuake &amp; @USGS felt maps show response gap in Nepal and adjoining band of high population density in N India http:/‰Û_
2726,other_useful_information,'591903354701348864',RT @AJENews: Police say at least 108 people killed after the 7.9 magnitude earthquake in Nepal http://t.co/kOXW94NOA8 http://t.co/DkwD3dyvl7
2727,sympathy_and_emotional_support,'591903354726567936',
2728,sympathy_and_emotional_support,'591903354764206080',
2729,missing_trapped_or_found_people,'591903354944499712',"@guy_swifties everything is okay here but Nepal suffered quite a lot,,thank you so much"
2730,other_useful_information,'591903355011751936',"RT @cnnbrk: More than 150 people were killed in the capital, Kathmandu, following the powerful earthquake, official in Nepal. http://t.co/E‰Û_"
2731,injured_or_dead_people,'591903355183566848',RT @TimesNow: Have directed officials to take steps to restore communication lines in Indo-Nepal border: Communications &amp; IT Minister Ravi ‰Û_
2732,injured_or_dead_people,'591903355233898496',RT @kingaliasgar: Pray 4 Nepal &amp; parts of India wher a powerful earthquake has struck May the Almighty grant them ease 2 face tis calamity ‰Û_
2733,displaced_people_and_evacuations,'591903355267485699',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
2734,displaced_people_and_evacuations,'591903355321982977',"RT @bbclysedoucet: ""I've never felt an earthquake like this in my entire life..biggest in 80 yrs"" BBC's @sandhakal #Nepal #NepalEarthquake ‰Û_"
2735,donation_needs_or_offers_or_volunteering_services,'591903355661877248',
2736,sympathy_and_emotional_support,'591903355875692544',
2737,donation_needs_or_offers_or_volunteering_services,'591903355909251072',
2738,other_useful_information,'591903355988914176',
2739,sympathy_and_emotional_support,'591903356085477376',
2740,injured_or_dead_people,'591903356286730240',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
2741,injured_or_dead_people,'591903356295245824',
2742,donation_needs_or_offers_or_volunteering_services,'591903356400082944',"More than 150 dead in Kathmandu following 7.9 magnitude earthquake, Nepal's Ministry of Home Affairs says. http://t.co/EgD6DDLKpT"""
2743,sympathy_and_emotional_support,'591903356433485824',"RT @firstpost: Live: Nepal cabinet meets to seek foreign help, 114 feared dead after massive quake http://t.co/bW0V5wDndQ http://t.co/RF9mA‰Û_"
2744,other_useful_information,'591903356525813761',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
2745,infrastructure_and_utilities_damage,'591903356903247872',A 7.9 magnitude earthquake struck #Nepal leaving 100+ dead as toll may rises to 1000's. http://t.co/uqSAnELoqj
2746,donation_needs_or_offers_or_volunteering_services,'591903356903432192',Terrible #earthquake in #Nepal. Just saved ourselves. Don't know how many killed. Roads are blocked already.
2747,injured_or_dead_people,'591903357075386368',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
2748,sympathy_and_emotional_support,'591903357138280448',RT @MPNaveenJindal: Thoughts and prayers with people affected by the tragic #earthquake in Nepal &amp; in India.The details of death &amp; casualti‰Û_
2749,donation_needs_or_offers_or_volunteering_services,'591903357888962561',RT @thevirdas: List of doctors and hospitals in Nepal. http://t.co/EQaWA2yAAT
2750,donation_needs_or_offers_or_volunteering_services,'591903358056800256',RT @Islam_for_life: Earthquake of 7.9 magnitude in Nepal. Tremors across India. May Allah help them..
2751,sympathy_and_emotional_support,'591903358383828992',"RT @awesomepunk100: A tragic scene in my country Nepal. Historic buildings and monuments, all destroyed. #NepalEarthquake #PrayForNepal htt‰Û_"
2752,other_useful_information,'591903359789092864',RT @ARobertsjourno: The soil of Kathmandu valley is an ancient lakebed that produces high-intensity vibrations during a quake http://t.co/p‰Û_
2753,donation_needs_or_offers_or_volunteering_services,'591903360124588032',
2754,displaced_people_and_evacuations,'591903360548089857',RT @snobers: I'm praying for the people who were affected by a 7.9 #earthquake in #Kathmandu the pictures are really catastrophic. http://t‰Û_
2755,missing_trapped_or_found_people,'591903360694910977',
2756,donation_needs_or_offers_or_volunteering_services,'591903360812482560',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
2757,other_useful_information,'591903360913014784',"RT @DSouthThailand: Strong #earthquake  rocks #Nepal, damages #Kathmandu  - http://t.co/NRfuXu5LTB"
2758,sympathy_and_emotional_support,'591903361047355392',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
2759,other_useful_information,'591903361147899905',RT @aakarpost: People Finder. Help find people. #earthquake #Nepal  http://t.co/a5XcBTWZvW
2760,donation_needs_or_offers_or_volunteering_services,'591903361223393280',Strong earthquake strikes Nepal http://t.co/bU5Nm9CzdS
2761,sympathy_and_emotional_support,'591903361340866560',"RT @malviyamit: As GoI readies to send rescue and relief teams to #Nepal, the only non-government body that has already moved its volunteer‰Û_"
2762,other_useful_information,'591903361353388033',"RT @BreakingNews: More than 100 people killed in powerful Nepal earthquake, say government officials and police - @BBCNews http://t.co/1FiK‰Û_"
2763,donation_needs_or_offers_or_volunteering_services,'591903361810599936',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
2764,sympathy_and_emotional_support,'591903361856765952',#BreakingNews Major earthquake hits Nepal.  https://t.co/1qnp2N0S8M
2765,donation_needs_or_offers_or_volunteering_services,'591903361961590784',"RT @snobers: Over 150 dead in #Kathmandu post 7.9 magnitude #earthquake, Nepal's ministry of home affairs says: CNN #RIP #WeAreWithNepal"
2766,sympathy_and_emotional_support,'591903362242646017',RT @gunaraj: Terrible #earthquake in #Nepal. Just saved ourselves. Don't know how many killed. Roads are blocked already. http://t.co/qsxIT‰Û_
2767,infrastructure_and_utilities_damage,'591903362397835265',
2768,donation_needs_or_offers_or_volunteering_services,'591903362649460737',
2769,sympathy_and_emotional_support,'591903362704019456',I hope everything is ok at our beloved Kathmandu and whole Nepal. We are land of the brave and we certainly can defeat this #earthquake
2770,not_related_or_irrelevant,'591903362980810753',RT @G_Whizzz: Just in --&gt; People work to free a man trapped by rubble in #Kathmandu after earthquake hits #Nepal http://t.co/trtz25ZERC
2771,other_useful_information,'591903363475734528',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
2772,sympathy_and_emotional_support,'591903363484098560',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
2773,other_useful_information,'591903363844870144',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
2774,sympathy_and_emotional_support,'591903363878363136',
2775,donation_needs_or_offers_or_volunteering_services,'591903364134281216',
2776,other_useful_information,'591903364243263489',RT @ANI_news: Latest pics sent to ANI from Kathmandu of #earthquake aftermath http://t.co/hhdXHMTQAu
2777,donation_needs_or_offers_or_volunteering_services,'591903364465590274',Earthquake in neighboring country of Nepal. Turning out to be a great day. Hope no casualties.
2778,injured_or_dead_people,'591903365426065408',
2779,other_useful_information,'591903365443035137',
2780,not_related_or_irrelevant,'591903365489172481',"RT @timesofindia: Google has launched a Person Finder instance to help track missing persons for the #Nepal #earthquake
http://t.co/mjZvEET‰Û_"
2781,sympathy_and_emotional_support,'591903366147657728',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
2782,injured_or_dead_people,'591903366327902209',RT @science: 7.9 magnitude earthquake strikes central Nepal. Extensive damage reported in capital Kathmandu http://t.co/f1rnF93JFd
2783,other_useful_information,'591903366369837056',"RT @SkymetWeather: #earthquake: More aftershocks being reported in and around #Nepal, latest one measuring 5 on Richter Scale. #earthquakei‰Û_"
2784,donation_needs_or_offers_or_volunteering_services,'591903366822899712',RT @TheBricsPost: Nepal government says more than 150 people have died in the 7.9 earthquake http://t.co/1h31F2jFX3 #NepalEarthquake http:/‰Û_
2785,other_useful_information,'591903366835412992',"RT @bbclysedoucet: ""I've never felt an earthquake like this in my entire life..biggest in 80 yrs"" BBC's @sandhakal #Nepal #NepalEarthquake ‰Û_"
2786,not_related_or_irrelevant,'591903367405785088',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
2787,donation_needs_or_offers_or_volunteering_services,'591903367422734336',RT @monishattsl: Emergency contact numbers for Nepal @Siva_Kartikeyan @Actor_Siddharth @actorsathish @Sibi_Sathyaraj @arunvijayno1 http://t‰Û_
